pmid	full_title	journal	pub_count	date	tweet_title	status_hash	posted	score
					An automated genotyping system for analysis of HIV-1 and other microbial sequences.	anautomatedgenotypingsystemforanalysisofhiv1andothermicrobialsequences	True	0
					Efficient de novo assembly of single-cell bacterial genomes from short-read data sets.	efficientdenovoassemblyofsinglecellbacterialgenomesfromshortreaddatasets	True	0
					Helicobacter pylori genome evolution during human infection.	helicobacterpylorigenomeevolutionduringhumaninfection	True	0
					Comparative genomics of recent Shiga toxin-producing Escherichia coli O104:H4: short-term evolution of an emerging	comparativegenomicsofrecentshigatoxinproducingescherichiacolio104h4shorttermevolutionofanemerging	True	0
					The population structure of Acinetobacter baumannii: expanding multiresistant clones from an ancestral susceptible	thepopulationstructureofacinetobacterbaumanniiexpandingmultiresistantclonesfromanancestralsusceptible	True	0
					Searching for SNPs with cloud computing.	searchingforsnpswithcloudcomputing	True	0
					An infection-relevant transcriptomic compendium for Salmonella enterica Serovar Typhimurium.	aninfectionrelevanttranscriptomiccompendiumforsalmonellaentericaserovartyphimurium	True	0
					Reordering contigs of draft genomes using the Mauve aligner.	reorderingcontigsofdraftgenomesusingthemauvealigner	True	0
					Protein interaction data curation: the International Molecular Exchange (IMEx) consortium.	proteininteractiondatacurationtheinternationalmolecularexchangeimexconsortium	True	0
					A Comprehensive, Automatically Updated Fungal ITS Sequence Dataset for Reference-Based Chimera Control in Environm	acomprehensiveautomaticallyupdatedfungalitssequencedatasetforreferencebasedchimeracontrolinenvironm	True	0
					Rapid Genotyping of Shigella sonnei by Use of Multiplex High-Resolution Melting.	rapidgenotypingofshigellasonneibyuseofmultiplexhighresolutionmelting	True	0
					Mycobacterium abscessus Complex Identification with Matrix-Assisted Laser Desorption Ionization-Time of Flight Mas	mycobacteriumabscessuscomplexidentificationwithmatrixassistedlaserdesorptionionizationtimeofflightmas	True	0
					Giardia spp. Are Commonly Found in Mixed Assemblages in Surface Water, as Revealed by Molecular and Whole-Genome C	giardiaspparecommonlyfoundinmixedassemblagesinsurfacewaterasrevealedbymolecularandwholegenomec	True	0
					Soluble flagellin coimmunization attenuates Th1 priming to Salmonella and clearance by modulating dendritic c	solubleflagellincoimmunizationattenuatesth1primingtosalmonellaandclearancebymodulatingdendriticc	True	0
					Assembling short reads from jumping libraries with large insert sizes.	assemblingshortreadsfromjumpinglibrarieswithlargeinsertsizes	True	0
					A primase subunit essential for efficient primer synthesis by an archaeal eukaryotic-type primase.	aprimasesubunitessentialforefficientprimersynthesisbyanarchaealeukaryotictypeprimase	True	0
					Search for a new resonance decaying to a &lt;i&gt;W&lt;/i&gt; or &lt;i&gt;Z&lt;/i&gt; boson and a Higgs boson in the [Formula: see te	searchforanewresonancedecayingtoaltigtwltigtorltigtzltigtbosonandahiggsbosonintheformulaseete	True	0
					Epigenomic Signatures of Neuronal Diversity in the Mammalian Brain.	epigenomicsignaturesofneuronaldiversityinthemammalianbrain	True	0
					GenomeD3Plot: A library for rich, interactive visualizations of genomic data in web applications.	genomed3plotalibraryforrichinteractivevisualizationsofgenomicdatainwebapplications	True	0
					PAT-seq: a method to study the integration of 3'-UTR dynamics with gene expression in the eukaryotic transcri	patseqamethodtostudytheintegrationof3utrdynamicswithgeneexpressionintheeukaryotictranscri	True	0
					Diagnostic SNPs reveal widespread introgressive hybridization between introduced bighead and silver carp in t	diagnosticsnpsrevealwidespreadintrogressivehybridizationbetweenintroducedbigheadandsilvercarpint	True	0
					The United States Culture Collection Network (USCCN): Enhancing Microbial Genomics Research through Living Mi	theunitedstatesculturecollectionnetworkusccnenhancingmicrobialgenomicsresearchthroughlivingmi	True	0
					Host Subtraction, Filtering and Assembly Validations for Novel Viral Discovery Using Next Generation Sequenci	hostsubtractionfilteringandassemblyvalidationsfornovelviraldiscoveryusingnextgenerationsequenci	True	0
					From ingestion to colonization: the influence of the host environment on regulation of the LEE encoded type I	fromingestiontocolonizationtheinfluenceofthehostenvironmentonregulationoftheleeencodedtypei	True	0
					94 Origin and evolution of adaptive immunity systems.	94originandevolutionofadaptiveimmunitysystems	True	0
					Bandage: interactive visualisation of de novo genome assemblies.	bandageinteractivevisualisationofdenovogenomeassemblies	True	0
					Genomic analysis of diversity, population structure, virulence, and antimicrobial resistance in Klebsiella pn	genomicanalysisofdiversitypopulationstructurevirulenceandantimicrobialresistanceinklebsiellapn	True	0
					The Evolution of Campylobacter jejuni and Campylobacter coli.	theevolutionofcylobacterjejuniandcylobactercoli	True	0
					Interplay of cell dynamics and epithelial tension during morphogenesis of the &lt;i&gt;Drosophila&lt;/i&gt; pupal wing.	interplayofcelldynamicsandepithelialtensionduringmorphogenesisoftheltigtdrosophilaltigtpupalwing	True	0
					Transposable Element Insertions in Long Intergenic Non-Coding RNA Genes.	transposableelementinsertionsinlongintergenicnoncodingrnagenes	True	0
					HIV-1 genotypic drug resistance testing: digging deep, reaching wide?	hiv1genotypicdrugresistancetestingdiggingdeepreachingwide	True	0
					Detection of livestock-associated meticillin-resistant Staphylococcus aureus CC398 in retail pork, United Kin	detectionoflivestockassociatedmeticillinresistantstaphylococcusaureuscc398inretailporkunitedkin	True	0
					The European Genome-phenome Archive of human data consented for biomedical research.	theeuropeangenomephenomearchiveofhumandataconsentedforbiomedicalresearch	True	0
					EHEC Genomics: Past, Present, and Future.	ehecgenomicspastpresentandfuture	True	0
					Draft Genome Sequence of the Streptococcus pneumoniae Avery Strain A66.	draftgenomesequenceofthestreptococcuspneumoniaeaverystraina66	True	0
					A nationwide analysis of the use and outcomes of perioperative epidural analgesia in patients undergoing hepa	anationwideanalysisoftheuseandoutcomesofperioperativeepiduralanalgesiainpatientsundergoinghepa	True	0
					Complete Genome Sequence of Leptospira interrogans Serovar Bratislava, Strain PigK151.	completegenomesequenceofleptospirainterrogansserovarbratislavastrainpigk151	True	0
					Antagonistic coevolution accelerates molecular evolution.	antagonisticcoevolutionacceleratesmolecularevolution	True	0
					Evolutionary history and higher order classification of AAA+ ATPases.	evolutionaryhistoryandhigherorderclassificationofaaaatpases	True	0
					Host-pathogen checkpoints and population bottlenecks in persistent and intracellular uropathogenic Escherichia col	hostpathogencheckpointsandpopulationbottlenecksinpersistentandintracellularuropathogenicescherichiacol	True	0
					Tackling soil diversity with the assembly of large, complex metagenomes.	tacklingsoildiversitywiththeassemblyoflargecomplexmetagenomes	True	0
					Impact of recombination on bacterial evolution.	impactofrecombinationonbacterialevolution	True	0
					The complete genome sequence of Haloferax volcanii DS2, a model archaeon.	thecompletegenomesequenceofhaloferaxvolcaniids2amodelarchaeon	True	0
					Disease phenotype and genotype are associated with shifts in intestinal-associated microbiota in inflammatory bowe	diseasephenotypeandgenotypeareassociatedwithshiftsinintestinalassociatedmicrobiotaininflammatorybowe	True	0
					NLRP6 inflammasome orchestrates the colonic host-microbial interface by regulating goblet cell mucus secr	nlrp6inflammasomeorchestratesthecolonichostmicrobialinterfacebyregulatinggobletcellmucussecr	True	0
					Phylogeny of Cas9 determines functional exchangeability of dual-RNA and Cas9 among orthologous type II CRISPR-Cas 	phylogenyofcas9determinesfunctionalexchangeabilityofdualrnaandcas9amongorthologoustypeiicrisprcas	True	0
					Comparative genomics of trypanosomatid parasitic protozoa.	comparativegenomicsoftrypanosomatidparasiticprotozoa	True	0
					Phylogenomics of prokaryotic ribosomal proteins.	phylogenomicsofprokaryoticribosomalproteins	True	0
					Molecular analysis of asymptomatic bacteriuria Escherichia coli strain VR50 reveals adaptation to the urinary trac	molecularanalysisofasymptomaticbacteriuriaescherichiacolistrainvr50revealsadaptationtotheurinarytrac	True	0
					Staphylococcus aureus adapts to oxidative stress by producing H2O2-resistant small-colony variants via the SOS res	staphylococcusaureusadaptstooxidativestressbyproducingh2o2resistantsmallcolonyvariantsviathesosres	True	0
					Degradation of pharmaceuticals in UV (LP)/HO reactors simulated by means of kinetic modeling and computational flu	degradationofpharmaceuticalsinuvlphoreactorssimulatedbymeansofkineticmodelingandcomputationalflu	True	0
					Rapid high resolution genotyping of Francisella tularensis by whole genome sequence comparison of annotated genes 	rapidhighresolutiongenotypingoffrancisellatularensisbywholegenomesequencecomparisonofannotatedgenes	True	0
					Molecular characterization of a multidrug resistance IncF plasmid from the globally disseminated Escherichia coli 	molecularcharacterizationofamultidrugresistanceincfplasmidfromthegloballydisseminatedescherichiacoli	True	0
					Epidemiology of Vancomycin-Resistant Enterococci in Canadian Hospitals (CANWARD Study, 2007 to 2013).	epidemiologyofvancomycinresistantenterococciincanadianhospitalscanwardstudy2007to2013	True	0
					Hypoxia-Sensitive Metal -Ketoiminato Complexes Showing Induced Single-Strand DNA Breaks and Cancer Cell Death by A	hypoxiasensitivemetalketoiminatocomplexesshowinginducedsinglestranddnabreaksandcancercelldeathbya	True	0
					Rapid emergence of multidrug resistant, H58-lineage Salmonella typhi in Blantyre, Malawi.	rapidemergenceofmultidrugresistanth58lineagesalmonellatyphiinblantyremalawi	True	0
					Social evolution. Genomic signatures of evolutionary transitions from solitary to group living.	socialevolutiongenomicsignaturesofevolutionarytransitionsfromsolitarytogroupliving	True	0
					Prevalence of Shiga toxin-producing Shigella species isolated from French travellers returning from the Caribbean:	prevalenceofshigatoxinproducingshigellaspeciesisolatedfromfrenchtravellersreturningfromthecaribbean	True	0
					Salmonella enterica serotype enteritidis in French Polynesia, South Pacific, 2008-2013.	salmonellaentericaserotypeenteritidisinfrenchpolynesiasouthpacific20082013	True	0
					Cas9-chromatin binding information enables more accurate CRISPR off-target prediction.	cas9chromatinbindinginformationenablesmoreaccuratecrisprofftargetprediction	True	0
					Locally Confined Clonal Complexes of Mycobacterium ulcerans in Two Buruli Ulcer Endemic Regions of Cameroon.	locallyconfinedclonalcomplexesofmycobacteriumulceransintwoburuliulcerendemicregionsofcameroon	True	0
					Draft genomes of Shigella strains used by the STOPENTERICS consortium.	draftgenomesofshigellastrainsusedbythestopentericsconsortium	True	0
					Critical biogeochemical functions in the subsurface are associated with bacteria from new phyla and little st	criticalbiogeochemicalfunctionsinthesubsurfaceareassociatedwithbacteriafromnewphylaandlittlest	True	0
					Back from the dead; the curious tale of the predatory cyanobacterium Vampirovibrio chlorellavorus.	backfromthedeadthecurioustaleofthepredatorycyanobacteriumvirovibriochlorellavorus	True	0
					Persistent Staphylococcus aureus isolates from two independent bacteraemia display increased bacterial fitnes	persistentstaphylococcusaureusisolatesfromtwoindependentbacteraemiadisplayincreasedbacterialfitnes	True	0
					Soluble flagellin co-immunization attenuates Th1 priming to Salmonella and clearance by modulating dendritic 	solubleflagellincoimmunizationattenuatesth1primingtosalmonellaandclearancebymodulatingdendritic	True	0
					Flagellin is required for host cell invasion and normal SPI-1 expression by Salmonella Paratyphi A.	flagellinisrequiredforhostcellinvasionandnormalspi1expressionbysalmonellaparatyphia	True	0
					Prevalent high-risk HPV infection and vaginal microbiota in Nigerian women.	prevalenthighriskhpvinfectionandvaginalmicrobiotainnigerianwomen	True	0
